group	file	guid_count	body
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 09 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 09 11 2015 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 10 11 15 АМК-Вигас.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 10 11 15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 10 11 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 10 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 11 11 15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 11 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 11 11 2015 АМК-Вигас.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 11 11 2015 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 12 11 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 12 11 15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 12 11 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 12 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 13 11 15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 13 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 13 11 2015 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 13. 11. 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 14 11 15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 14 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 14 11 2015 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 14. 11. 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 15 11 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 15 11 15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 15 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 15 11 2015 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 16 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 16 11 2015 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 16. 11. 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 16.11 15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 17 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 17 11 2015 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 17. 11. 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 17.11 15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 18 11  15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 18 11 15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 18 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 18 11 2015 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 21 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 21 11 2015  ООО НГСК Проверено НТН Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 21. 11. 15 ЗАО АМК-ВИГАС.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 21.11.15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 22 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 22 11 2015  ООО НГСК Проверено НТН Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 22. 11. 15 ЗАО АМК-ВИГАС.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 22.11.15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 23 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 23. 11. 15 ЗАО АМК-ВИГАС.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 23. 11. 2015  ООО НГСК Проверено НТН Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 23.11.15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 24 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 24. 11. 15 ЗАО АМК-ВИГАС.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 24.11. 2015  ООО НГСК Проверено НТН Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 24.11.15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 25 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 25. 11. 15 ЗАО АМК-ВИГАС.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 25.11. 2015  ООО НГСК Проверено НТН Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 25.11.15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 26 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 26. 11. 15 ЗАО АМК-ВИГАС.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 26.11. 2015  ООО НГСК Проверено НТН Кузьмин Н.В. (1).xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 26.11.15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 27 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 27. 11. 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 27.11. 2015  ООО НГСК Проверено НТН Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 27.11.15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 28 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 28. 11. 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 28.11.15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 28.11.2015 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 29 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 29. 11. 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 29.11. 2015  ООО НГСК Проверено НТН Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 29.11.15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 30 11 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 30 11 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 30.11. 2015  ООО НГСК Проверено НТН Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_11\СМГ 30.11.15 ЗАО ДСПМК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 01 12 15  ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 01 12 15 СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 01 12 2015 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 02 12 15  ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 02 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 02 12 15 СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 03 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 03 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 03 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 04 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 04 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 04 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 05 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 05 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 05 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 06 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 06 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 06 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 07 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 07 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 07 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 08 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 08 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 08 12 2015 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 09 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 09 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 09 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 10 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 10 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 10 12 2015 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 11 12 15  ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 11 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 11 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 12 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 12 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 12 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 13 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 13 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 13 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 14 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 14 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 14 12 2015 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 15 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 15 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 15 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 16 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 16 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 16 12 2015 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 17 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 17 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 17 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 18 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 18 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 18 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 19 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 19 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 19 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 20 12 15  ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 20 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 20 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 21 12 15  ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 21 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 21 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 22 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 22 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 22 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 23 12 15 ЗАО АМК-ВИГАС.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 23 12 15 ООО НГСК.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 23 12 15 ООО СЭМ.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2015\2015_12\СМГ 24 12 15 ЗАО АМК-ВИГАС.xlsx	0	
