group	file	guid_count	body
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 02.08.16\СМГ Ш-ГКС-СПС 02.08.2016.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 03.08.16\03.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 03.08.16\03.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Чугальский В.С...xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 03.08.16\СМГ 03.08.16  ГТЭС ООО СЭМ проверил инженер НТН Лапченко С. Н..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 03.08.16\СМГ Ш-ГКС-СПС 03.08.2016 проверил инженер Лапченко С.Н..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 04.08.16\04.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 04.08.16\04.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Чугальский В.С...xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 04.08.16\СМГ Ш-ГКС-СПС 04.08.2016 проверил инженер Лапченко С.Н..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 05.08.16\05.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 05.08.16\05.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Чугальский В.С...xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 05.08.16\СМГ Ш-ГКС-СПС 05.08.2016 проверил инженер Лапченко С.Н..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 07.08.16\07.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 07.08.16\07.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Чугальский В.С...xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 07.08.16\СМГ Ш-ГКС-СПС 07.08.2016 проверил инженер Лапченко С.Н. (1).xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 08.08.16\08.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 08.08.16\08.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Чугальский В.С...xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 08.08.16\СМГ Ш-ВКС-СПС 08.08.2016.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 08.08.16\СМГ Ш-ГКС-СПС 08.08.2016 проверил инженер Лапченко С.Н. (1).xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 09.08.16\09.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 09.08.16\09.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Чугальский В.С...xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 09.08.16\СМГ Ш-ВКС-СПС 09.08.2016.xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 09.08.16\СМГ Ш-ГКС-СПС 09.08.2016 проверил инженер Лапченко С.Н..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 10.08.16\10.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 10.08.16\10.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Чугальский В.С...xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 10.08.16\СМГ Ш-ГКС-СПС 10.08.2016 проверил инженер Лапченко С.Н..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 11.08.16\11.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 11.08.16\11.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Чугальский В.С...xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 11.08.16\СМГ Ш-ВКС-СПС 11 08 2016 проверил инженер Гмыря С.В. 11.08.2016г..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 11.08.16\СМГ Ш-ГКС-СПС 11.08.2016 проверил инженер Лапченко С.Н..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 12.08.16\12.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 12.08.16\12.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Чугальский В.С...xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 12.08.16\СМГ Ш-ВКС-СПС 12 08 2016проверил инженер Гмыря С.В. 12.08.2016г..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 12.08.16\СМГ Ш-ГКС-СПС 12.08.2016 проверил инженер Лапченко С.Н..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 13.08.16\13.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 13.08.16\13.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Чугальский В.С...xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 13.08.16\СМГ Ш-ГКС-СПС 13.08.2016 проверил инженер Лапченко С.Н..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 14.08.16\14.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 14.08.16\14.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Чугальский В.С...xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 14.08.16\СМГ Ш-ВКС-СПС 14 08 2016 проверил инженер Гмыря С.В. 14.08.2016г..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 14.08.16\СМГ Ш-ГКС-СПС 14.08.2016 проверил инженер Лапченко С.Н..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 15.08.16\15.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 15.08.16\15.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Чугальский В.С...xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 15.08.16\СМГ Ш-ВКС-СПС   проверил инженер Гмыря С.В. 15.08.2016г..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 15.08.16\СМГ Ш-ГКС-СПС 15.08.2016 проверил инженер Лапченко С.Н..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 16.08.16\16.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 16.08.16\16.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Чугальский В.С...xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 16.08.16\СМГ Ш-ВКС-СПС   работы не указаны Гмыря С.В. 16.08.2016г..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 16.08.16\СМГ Ш-ГКС-СПС 16.08.2016 проверил инженер Лапченко С.Н..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 17.08.16\17.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 17.08.16\17.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 17.08.16\СМГ Ш-ВКС-СПС 17 08 2016 проверил инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 17.08.16\СМГ Ш-ГКС-СПС 17.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 18.08.16\18.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 18.08.16\18.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 18.08.16\СМГ Ш-ВКС-СПС 18 08 2016 проверил инженер Гмыря С.В. 18.08.2016г..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 18.08.16\СМГ Ш-ГКС-СПС 18.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 19.08.16\19.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 19.08.16\19.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 19.08.16\СМГ Ш-ВКС-СПС 19 08 2016 проверил инженер Гмыря С.В. 19.08.2016г..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 19.08.16\СМГ Ш-ГКС-СПС 19.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 20.08.16\20.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 20.08.16\20.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 20.08.16\СМГ Ш- ВКС-СПС  20.08.2016 проверил инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 20.08.16\СМГ Ш-ГКС-СПС 20.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 21.08.16\21.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 21.08.16\21.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 21.08.16\СМГ Ш- ВКС-СПС  21.08.2016 проверил инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 21.08.16\СМГ Ш-ГКС-СПС 21.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 22.08.16\22.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 22.08.16\22.08.2016. СМГ ЗЛ-ВКС СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 22.08.16\СМГ Ш- ВКС-СПС  22.08.2016 проверил инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 22.08.16\СМГ Ш-ГКС-СПС 22.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 23.08.16\23.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В. не оформлено.xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 23.08.16\23.08.2016. СМГ ЗЛ-ВКС-СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 23.08.16\СМГ Ш- ВКС-СПС  23.08.2016 проверил (не подтверждаю) инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 23.08.16\СМГ Ш-ГКС-СПС 23.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 24.08.16\24.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 24.08.16\24.08.2016. СМГ ЗЛ-ВКС-СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 24.08.16\СМГ Ш- ВКС-СПС  24.08.2016 проверил инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 24.08.16\СМГ Ш-ГКС-СПС 24.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 25.08.16\25.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 25.08.16\25.08.2016. СМГ ЗЛ-ВКС-СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 25.08.16\СМГ Ш- ВКС-СПС  25.08.2016 проверил инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 25.08.16\СМГ Ш-ГКС-СПС 25.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 26.08.16\26.08.16 СМГ август ВИГАС  Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 26.08.16\26.08.2016. СМГ ЗЛ-ВКС-СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 26.08.16\СМГ Ш- ВКС-СПС  26.08.2016 проверил инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 26.08.16\СМГ Ш-ГКС-СПС 26.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 27.08.16\27.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 27.08.16\27.08.2016. СМГ ЗЛ-ВКС-СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 27.08.16\СМГ Ш- ВКС-СПС  27.08.2016 проверил инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 27.08.16\СМГ Ш-ГКС-СПС 27.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 28.08.16\28.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 28.08.16\28.08.2016. СМГ ЗЛ-ВКС-СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 28.08.16\СМГ Ш- ВКС-СПС  28.08.2016 проверил инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 28.08.16\СМГ Ш-ГКС-СПС  28.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 29.08.16\29.08.16 СМГ август ВИГАС  Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 29.08.16\29.08.2016. СМГ ЗЛ-ВКС-СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 29.08.16\СМГ Ш- ВКС-СПС  29.08.2016 проверил инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 29.08.16\СМГ Ш-ГКС-СПС  29.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 30.08.16\30.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 30.08.16\30.08.2016. СМГ ЗЛ-ВКС-СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 30.08.16\СМГ Ш- ВКС-СПС  30.08.2016 проверил инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 30.08.16\СМГ Ш-ГКС-СПС  30.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 31.08.16\31.08.16 СМГ август ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 31.08.16\31.08.2016. СМГ ЗЛ-ВКС-СПС Проверил инженер НТН Крухов СА..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 31.08.16\СМГ Ш- ВКС-СПС  31.08.2016 проверил инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_08\смг к отчетам 31.08.16\СМГ Ш-ГКС-СПС  31.08.2016 проверил инженер Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_09\смг к отчетам 02.09.16\02.09.16  СМГ сентябрь ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_09\смг к отчетам 02.09.16\СМГ Ш- ВКС-СПС 02.09.2016г проверил инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_09\смг к отчетам 02.09.16\Ш-ГКС-СПС 02.09.2016г. проверил инженер НТН Кузьмин Н.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_09\смг к отчетам 04.09.16\04.09.16  СМГ сентябрь ВИГАС Проверил инженер НТН Гмыря С.В..xlsx	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_09\смг к отчетам 04.09.16\СМГ Ш- ВКС-СПС 04.09.2016г проверил инженер Гмыря С.В..xls	0	
Томский интегрированный проект	Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_09\смг к отчетам 04.09.16\Ш-ГКС-СПС 04.09.2016г. проверил инженер НТН Кузьмин Н.В..xls	0	
