,Unnamed: 0,group,file,guid_count,body
6706,1533,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\03. Март\31.03.2021\Сводка СМГ по обустройству_СПС 31.03.2021 (Проект 1376).xlsb,1,['идентификатор guid ']
6707,1534,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\03. Март\31.03.2021\Сводка СМГ по обустройству_СПС 31.03.2021 (Проект 866).xlsb,1,['идентификатор guid ']
6708,1535,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\03. Март\31.03.2021\Сводка СМГ по энергетике ПС (8833;1602 проект) на 31.03.2021.xlsb,1,['идентификатор guid ']
6709,1536,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2021\03. Март\31.03.2021\Сводка СМГ снегозадержание, реконструкция мачты ПС_31.03.202.xlsb",1,['идентификатор guid ']
6710,1537,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\03. Март\31.03.2021\Сводка СМР по объектам БПО и КГС-2 ПремьерСтрой на 31.03.2021.xlsb,1,['идентификатор guid ']
6711,1510,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\02. Февраль\28.02.2021\Сводка СМГ по Обустройству_ПС 28.02.2021 (проект 108).xlsb,1,['идентификатор guid ']
6712,1473,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\9. Сентябрь\30.09.2020\Сводка СМГ по обустройству ПС 30.09.20 (1376 Проект).xlsb,1,['идентификатор guid ']
6713,1509,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\02. Февраль\28.02.2021\Сводка СМГ по обустройству_Евракор 28.02.2021 (Лупинги).xlsb,1,['идентификатор guid ']
6714,1507,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\02. Февраль\28.02.2021\Сводка СМГ по обустройству_Евракор 28.02.2021 (КП) Проект 108.17.xlsb,1,['идентификатор guid ']
6715,1475,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2020\9. Сентябрь\30.09.2020\Сводка СМГ по обустройству ПС 30.09.2020 (8833 проект - 141, 152).xlsb",1,['идентификатор guid ']
6716,1476,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\9. Сентябрь\30.09.2020\Сводка СМГ по обустройству_Евракор 30.09.2020 (108.17).xlsb,1,['идентификатор guid ']
6717,1477,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\9. Сентябрь\30.09.2020\Сводка СМГ по обустройству_Евракор 30.09.2020 (1376).xlsb,1,['идентификатор guid ']
6718,1478,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\9. Сентябрь\30.09.2020\Сводка СМГ по обустройству_Евракор 30.09.2020 (2916).xlsb,1,['идентификатор guid ']
6719,1479,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\9. Сентябрь\30.09.2020\Сводка СМГ по обустройству_Евракор 30.09.2020 (853).xlsb,1,['идентификатор guid ']
6720,1480,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\9. Сентябрь\30.09.2020\Сводка СМГ по Обустройству_СПС 30.09.2020 (КП 201 ).xlsb,1,['идентификатор guid ']
6721,1481,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\9. Сентябрь\30.09.2020\Сводка СМГ по Обустройству_СПС 30.09.2020 (Проект 108 ).xlsb,1,['идентификатор guid ']
6722,1482,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\9. Сентябрь\30.09.2020\Сводка СМГ по объектам БПО и КГС-2 ПремьерСтрой 30.09.2020.xlsb,1,['идентификатор guid ']
6723,1483,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\9. Сентябрь\30.09.2020\Сводка СМГ по объекту КС с УПГ Премьерстрой 30.09.2020.xlsb,1,['идентификатор guid ']
6724,1484,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\9. Сентябрь\30.09.2020\Сводка СМГ по энергетике ПС 30.09.2020_(8833;1376 проект).xlsb,1,['идентификатор guid ']
6725,1489,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\9. Сентябрь\30.09.2020\Сводка СМР УДС Благоустройство ОБП ВЖК 30.09.2020.xlsb,1,['идентификатор guid ']
6726,1490,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\01. Январь\31.01.2021\Сводка СМГ по обустройству_Евракор 31.01.2021 (КП).xlsb,1,['идентификатор guid ']
6727,1491,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\01. Январь\31.01.2021\Сводка СМГ по обустройству_Евракор 31.01.2021 (Лупинги).xlsb,1,['идентификатор guid ']
6728,1492,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\01. Январь\31.01.2021\Сводка СМГ по обустройству_СПС 31.01.2021 (КП).xlsb,1,['идентификатор guid ']
6729,1493,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\01. Январь\31.01.2021\Сводка СМГ по обустройству_СПС 31.01.2021 (Лупинги ).xlsb,1,['идентификатор guid ']
6730,1494,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\01. Январь\31.01.2021\Сводка СМГ по объектам БПО и КГС-2 ПремьерСтрой 31.01.2021.xlsb,1,['идентификатор guid ']
6731,1495,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\01. Январь\31.01.2021\Сводка СМГ по проекту КС с УПГ Премьерстрой 31.01.2021.xlsb,1,['идентификатор guid ']
6732,1496,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\01. Январь\31.01.2021\Сводка СМГ по реконструкции ПС 31.01.2021.xlsb,1,['идентификатор guid ']
6733,1497,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2021\01. Январь\31.01.2021\Сводка СМГ по энергетике ПС 31.01.2021(8833,1901 проект)..xlsb",1,['идентификатор guid ']
6734,1500,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2021\01. Январь\31.01.2021\Сводка СМР ПремьерСтрой БГСМ 2,3 этап 31.01.2021.xlsb",1,['идентификатор guid ']
6735,1501,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\01. Январь\31.01.2021\Сводка СМР ПремьерСтрой ГТЭС2 31.01.2021.xlsb,1,['идентификатор guid ']
6736,1502,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\01. Январь\31.01.2021\Сводка СМР ПремьерСтрой РЭБСП 31.01.2021.xlsb,1,['идентификатор guid ']
6737,1504,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\02. Февраль\28.02.2021\Сводка СМГ по Обустройству _ПС 28.02.2021 (Лупинги).xlsb,1,['идентификатор guid ']
6738,1505,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\02. Февраль\28.02.2021\Сводка СМГ по Обустройству _ПС 28.02.2021 (проект 1376).xlsb,1,['идентификатор guid ']
6739,1506,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\02. Февраль\28.02.2021\Сводка СМГ по Обустройству_АРГОС 28.02.2021 (Проект 29-16).xlsb,1,['идентификатор guid ']
6740,1508,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2021\02. Февраль\28.02.2021\Сводка СМГ по обустройству_Евракор 28.02.2021 (КП) Проект 1376.xlsb,1,['идентификатор guid ']
6741,1143,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\7. Июль\31.07.2019\Сводка СМГ по обустройству Премьерстрой 31.07.2019 (проект 108.17).xlsb,1,['идентификатор guid ']
6743,1141,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\7. Июль\31.07.2019\Сводка СМГ по обустройству Аргос 31.07.2019 (проект 866).xlsb,1,['идентификатор guid ']
6744,888,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка СМГ по Обустройству_Премьерстрой_30.09.2018 (проект 2916).xlsb,1,['идентификатор guid ']
6745,889,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка СМГ по Обустройству_Премьерстрой_30.09.2018 (проект 866).xlsb,1,['идентификатор guid ']
6746,890,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка СМГ по проекту Газопровод_Евракор_30.09.2018.xlsb,1,['идентификатор guid ']
6747,891,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка СМР ВегаТраст ОБП ВЖК ХАЛ 30.09.2018.xlsb,1,['идентификатор guid ']
6748,892,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка СМР МНГИ База ГСМ, 2,3 этап 30.09.2018.xlsb",1,['идентификатор guid ']
6749,896,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка СМР ПремьерСтрой ОБП РЭБ СП УЭЦН 30.09.2018.xlsb,1,['идентификатор guid ']
6750,897,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка СМР ПремьерСтрой ППиТБО 30.09.2018.xlsb,1,['идентификатор guid ']
6751,898,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка СМР УДС ОБП ВЖК 30.09.2018.xlsb,1,['идентификатор guid ']
6752,900,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка_СМГ_ обустройство АРГОС 30.09.2018 (Проект 29-16).xlsb,1,['идентификатор guid ']
6753,901,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка_СМГ_ обустройство АРГОС 30.09.2018 (Проект 853).xlsb,1,['id']
6754,902,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка_СМГ_ обустройство АРГОС 30.09.2018 (Проект 866).xlsb,1,['идентификатор guid ']
6755,903,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка_СМГ_ обустройство АРГОС 30.09.2018 (Фаза 2.2- КП №301).xlsb,1,['идентификатор guid ']
6756,906,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\СМГ по проекту КС с УПГ_Премьерстрой_30.09.2018.xlsb,1,['идентификатор guid ']
6757,907,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по обустройству Аргос 31.10.2019 (Проект 188).xlsb,1,['идентификатор guid ']
6758,908,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по обустройству Аргос 31.10.2019 (Проект 29-16).xlsb,1,['идентификатор guid ']
6759,909,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по обустройству Аргос 31.10.2019 (Проект 853).xlsb,1,['id']
6760,910,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по обустройству Премьерстрой 31.10.2019 (Проект 1376).xlsb,1,['идентификатор guid ']
6761,911,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по Обустройству Премьерстрой 31.10.2019 (проект 2916).xlsb,1,['идентификатор guid ']
6762,912,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по Обустройству Премьерстрой 31.10.2019 (проект 866).xlsb,1,['идентификатор guid ']
6763,913,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по Обустройству_Евракор_31.10.2019 (проект 108.17).xlsb,1,['идентификатор guid ']
6764,914,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по Обустройству_Евракор_31.10.2019 (проект 1376).xlsb,1,['идентификатор guid ']
6765,887,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка СМГ по Обустройству_Евракор_30.09.2018 (проект 866).xlsb,1,['идентификатор guid ']
6766,915,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по Обустройству_Евракор_31.10.2019 (проект 2916).xlsb,1,['идентификатор guid ']
6767,886,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка СМГ по Обустройству_Евракор_30.09.2018 (проект 2916).xlsb,1,['идентификатор guid ']
6768,880,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка_СМГ_энергетика Премьерстрой_866_23.08.2018.xlsb,1,['идентификатор guid ']
6769,856,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка СМГ по Обустройству_Евракор_23.08.2018 (проект 1376).xlsb,1,['идентификатор guid ']
6770,857,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка СМГ по Обустройству_Евракор_23.08.2018 (проект 2916).xlsb,1,['идентификатор guid ']
6771,858,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка СМГ по Обустройству_Евракор_23.08.2018 (проект 866).xlsb,1,['идентификатор guid ']
6772,859,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка СМГ по Обустройству_Премьерстрой_23.08.2018 (проект 2916).xlsb,1,['идентификатор guid ']
6773,860,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка СМГ по Обустройству_Премьерстрой_23.08.2018 (проект 866).xlsb,1,['идентификатор guid ']
6774,861,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка СМГ по проекту КС с УПГ_Премьерстрой_23.08.2018.xlsb,1,['идентификатор guid ']
6775,862,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка СМР ВегаТраст ОБП ВЖК ХАЛ 23.08.2018.xlsb,1,['идентификатор guid ']
6776,863,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка СМР Инжиниринг ОБП ВЖК 23.08.2018.xlsb,1,['идентификатор guid ']
6777,864,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка СМР МНГИ БГСМ 2,3 этап 23.08.2018.xlsb",1,['идентификатор guid ']
6778,868,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка СМР ПремьерСтрой ОБП ВЖК РЭБ СП 23.08.2018.xlsb,1,['идентификатор guid ']
6779,869,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка СМР ПремьерСтрой ППиТБО 23.08.2018.xlsb,1,['идентификатор guid ']
6780,870,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка СМР УДС ОБП ВЖК 23.08.2018.xlsb,1,['идентификатор guid ']
6781,871,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка СМР энергетика_Евракор_ПС9, ВЛ35__23.08.2018.xlsb",1,['идентификатор guid ']
6782,872,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка СМР ЭнергоСтрой ОБП ВЖК ПРП 23.08.2018.xlsb,1,['идентификатор guid ']
6783,873,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка_СМГ_ обустройство АРГОС 23.08.2018 (Проект 1376п).xlsb,1,['идентификатор guid ']
6784,874,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка_СМГ_ обустройство АРГОС 23.08.2018 (Проект 29-16).xlsb,1,['идентификатор guid ']
6785,875,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка_СМГ_ обустройство АРГОС 23.08.2018 (Проект 853).xlsb,1,['id']
6786,876,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка_СМГ_ обустройство АРГОС 23.08.2018 (Проект 866) (кор.).xlsb,1,['идентификатор guid ']
6787,877,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка_СМГ_ обустройство АРГОС 23.08.2018 (Фаза 2.2- КП №301).xlsb,1,['идентификатор guid ']
6788,878,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка_СМГ_ обустройство Премьерстрой 23.08.2018 (проект 1376).xlsb,1,['идентификатор guid ']
6789,879,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка_СМГ_энергетика Премьерстрой_1376П_23.08.2018.xlsb,1,['идентификатор guid ']
6790,885,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка СМГ по Обустройству_Евракор_30.09.2018 (проект 1376).xlsb,1,['идентификатор guid ']
6791,854,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\7. Июль\31.07.2018\Сводка_СМГ_ обустройство АРГОС 31.07.2018(Фаза 2.2 АРГОС-Прометей КП №301).pdf.xlsb,1,['идентификатор guid ']
6792,916,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по обустройству_Евракор_31.10.2019 (Проект 853).xlsb,1,['идентификатор guid ']
6793,918,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по Обустройству_Евракор_31.10.2019 (проект Фаза 2).xlsb,1,['идентификатор guid ']
6794,949,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМГ по Обустройству_СтройПроектСервис_30.11.2019 (проект 866).xlsb,1,['идентификатор guid ']
6795,951,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМГ по Энергетике Премьерстрой 30.11.2019 (проект 853).xlsb,1,['идентификатор guid ']
6796,952,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМР МНГИ 2,3 этап 30.11.2019.xlsb",1,['идентификатор guid ']
6797,953,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМР МНГИ БГСМ 30.11.2019.xlsb,1,['идентификатор guid ']
6798,958,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\СМГ по проекту Газопровод_Евракор_30.11.2019.xlsb,1,['идентификатор guid ']
6799,959,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по обустройству АРГОС 31.12.2019  (108 Проект).xlsb,1,['идентификатор guid ']
6800,960,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по обустройству АРГОС 31.12.2019  (1376 Проект).xlsb,1,['идентификатор guid ']
6801,961,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по обустройству АРГОС 31.12.2019  (188 Проект).xlsb,1,['идентификатор guid ']
6802,962,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по обустройству АРГОС 31.12.2019  (29-16 Проект).xlsb,1,['идентификатор guid ']
6803,963,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по обустройству АРГОС 31.12.2019  (866 Проект).xlsb,1,['идентификатор guid ']
6804,964,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по обустройству АРГОС 31.12.2019 (853 Проект).xlsb,1,['id']
6805,965,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по обустройству Премьерстрой 31.12.2019 (1376 Проект).xlsb,1,['идентификатор guid ']
6806,966,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по Обустройству_Евракор 31.12. 2019  (проект 1376).xlsb,1,['идентификатор guid ']
6807,967,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по Обустройству_Евракор 31.12. 2019  (проект 2916).xlsb,1,['идентификатор guid ']
6808,968,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по Обустройству_Евракор 31.12. 2019  (проект 853).xlsb,1,['идентификатор guid ']
6809,969,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по Обустройству_Евракор 31.12. 2019  (проект 866).xlsb,1,['идентификатор guid ']
6810,970,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по Обустройству_Евракор 31.12. 2019 (проект 108.17).xlsb,1,['идентификатор guid ']
6811,971,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по Обустройству_Премьерстрой 31.12.2019  (проект 866).xlsb,1,['идентификатор guid ']
6812,972,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по Обустройству_СтПС 31.12. 2019  (проект 108.17).xlsb,1,['идентификатор guid ']
6813,973,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по Обустройству_СтПС 31.12. 2019  (проект 2916).xlsb,1,['идентификатор guid ']
6814,974,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\12. Декабрь\31.12.2019\Сводка СМГ по Обустройству_СтПС 31.12. 2019 (проект 1376).xlsb,1,['идентификатор guid ']
6815,948,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМГ по Обустройству_СтройПроектСервис_30.11.2019 (проект 2916).xlsb,1,['идентификатор guid ']
6816,917,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по Обустройству_Евракор_31.10.2019 (проект 866).xlsb,1,['идентификатор guid ']
6817,947,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМГ по Обустройству_СтройПроектСервис_30.11.2019 (проект 1376).xlsb,1,['идентификатор guid ']
6818,945,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМГ по Обустройству_Евракор_30.11.2019 (проект Фаза 2).xlsb,1,['идентификатор guid ']
6819,919,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по Обустройству_СтройПроектСервис_31.10.2019 (проект 108.17).xlsb,1,['идентификатор guid ']
6820,1142,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\7. Июль\31.07.2019\Сводка СМГ по обустройству Аргос 31.07.2019 (проект фаза-2).xlsb,1,['идентификатор guid ']
6821,921,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по Обустройству_СтройПроектСервис_31.10.2019 (проект 2916).xlsb,1,['идентификатор guid ']
6822,922,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по Обустройству_СтройПроектСервис_31.10.2019 (проект 866).xlsb,1,['идентификатор guid ']
6823,923,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по проекту КС с УПГ Премьерстрой 31.10.2019.xlsb,1,['идентификатор guid ']
6824,924,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМГ по Энергетике Премьерстрой 31.10.2019 (проект 853).xlsb,1,['идентификатор guid ']
6825,925,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМР МНГИ 2,3 этап 31.10.2019.xlsb",1,['идентификатор guid ']
6826,926,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМР МНГИ БГСМ 31.10.2019.xlsb,1,['идентификатор guid ']
6827,929,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМР ПремьерСтрой ППиТБО 31.10.2019.xlsx,1,['идентификатор guid ']
6828,930,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМР ПремьерСтрой РЭБ СП 31.10.2019.xlsb,1,['идентификатор guid ']
6829,931,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\10. Октябрь\31.10.2019\Сводка СМР УДС 31.10.19.xlsb,1,['идентификатор guid ']
6830,935,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМГ по обустройству Аргос 30.11.2019 (Проект 108.17).xlsb,1,['идентификатор guid ']
6831,936,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМГ по обустройству Аргос 30.11.2019 (Проект 188).xlsb,1,['идентификатор guid ']
6832,937,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМГ по обустройству Аргос 30.11.2019 (Проект 29-16).xlsb,1,['идентификатор guid ']
6833,938,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМГ по обустройству Аргос 30.11.2019 (Проект 853).xlsb,1,['id']
6834,939,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМГ по обустройству Аргос 30.11.2019 (Проект 866).xlsb,1,['идентификатор guid ']
6835,940,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМГ по обустройству Премьерстрой 30.11.2019 (Проект 1376).xlsb,1,['идентификатор guid ']
6836,941,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМГ по Обустройству_Евракор 30.11.2019 (проект 108.17).xlsb,1,['идентификатор guid ']
6837,942,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМГ по Обустройству_Евракор_30.11.2019 (проект 1376).xlsb,1,['идентификатор guid ']
6838,943,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка СМГ по Обустройству_Евракор_30.11.2019 (проект 2916).xlsb,1,['идентификатор guid ']
