,Unnamed: 0,group,file,guid_count,body
6211,355,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июнь 2016\Сводки СМР 30.06.16\Сводка_СМР_энергетика_ПремьерСтрой_30 06 2016_.xlsx,1,['индефикаторguid']
6215,320,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Декабрь 2016\Сводки СМР за 23.12.2016\Сводка СМР по ЦПС 23.12.2016.xlsx,1,['идентификатор guid ']
6219,321,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Декабрь 2016\Сводки СМР за 23.12.2016\Сводка СМР ПСП Велесстрой на 23.12.16.xlsx,1,['идентификатор guid ']
6224,324,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Декабрь 2016\Сводки СМР за 23.12.2016\Сводка_СМР_обустройство_ПремьерСтрой_23 12 2016_(Проект 866).xlsx,1,['id']
6225,325,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Декабрь 2016\Сводки СМР за 23.12.2016\Сводка_СМР_энергетика_Евракор 23 12 2016_(Проект 853).xlsx,1,['индефикаторguid']
6226,326,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Декабрь 2016\Сводки СМР за 23.12.2016\Сводка_СМР_энергетика_Евракор 23 12 2016_(Проект 866).xlsx,1,['индефикаторguid']
6227,327,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Декабрь 2016\Сводки СМР за 23.12.2016\Сводка_СМР_энергетика_ПремьерСтрой_ 23 12 2016_(Проект 853).xlsx,1,['индефикаторguid']
6228,329,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июль 2016\Сводка СМР за 31.07.2016 часть 1\Сводка СМР ВЗ Евракор на 31.07.16.xlsx,1,['идентификатор guid ']
6229,330,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июль 2016\Сводка СМР за 31.07.2016 часть 1\Сводка СМР ГП Проминдустрия на 31.07.16.xlsx,1,['идентификатор guid ']
6230,334,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июль 2016\Сводка СМР за 31.07.2016 часть 1\Сводка СМР ПСП Велесстрой на 31.07.16.xlsx,1,['идентификатор guid ']
6237,378,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Ноябрь 2016\Сводки СМР за 30.11.2016\Сводка СМР ПСП Велесстрой на 30.11.16.xlsx,1,['идентификатор guid ']
6238,381,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Ноябрь 2016\Сводки СМР за 30.11.2016\Сводка_СМР_обустройство ПСД (Проект 866) -30 11 2016_.xlsx,1,['id']
6239,382,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Ноябрь 2016\Сводки СМР за 30.11.2016\Сводка_СМР_энергетика_Евракор  30 11 2016 _.xlsx,1,['индефикаторguid']
6240,383,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Ноябрь 2016\Сводки СМР за 30.11.2016\Сводка_СМР_энергетика_ПремьерСтрой_ 30 11 2016.xlsx,1,['индефикаторguid']
6246,386,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Октябрь 2016\Сводки СМР за 31.10.2016\Сводка СМР ВЗ Евракор на 31.10.16.xlsx,1,['идентификатор guid ']
6247,387,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Октябрь 2016\Сводки СМР за 31.10.2016\Сводка СМР ГП Проминдустрия на 31.10.16.xlsx,1,['идентификатор guid ']
6250,391,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Октябрь 2016\Сводки СМР за 31.10.2016\Сводка СМР по ЦПС 31.10.16.xlsx,1,['идентификатор guid ']
6251,392,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Октябрь 2016\Сводки СМР за 31.10.2016\Сводка СМР ПСП Велесстрой на 31.10.16.xlsx,1,['идентификатор guid ']
6256,377,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Ноябрь 2016\Сводки СМР за 30.11.2016\Сводка СМР по ЦПС  30.11.16.xlsx,1,['идентификатор guid ']
6261,360,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Май 2016\Сводки СМР за 31.05.2016\Сводка СМР ВЗ Евракор на 31.05.16.xlsx,1,['идентификатор guid ']
6262,361,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Май 2016\Сводки СМР за 31.05.2016\Сводка СМР ГП Проминдустрия на 31.05.16.xlsx,1,['идентификатор guid ']
6263,363,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Май 2016\Сводки СМР за 31.05.2016\Сводка СМР по ЦПС 31.05.16.xlsx,1,['идентификатор guid ']
6264,364,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Май 2016\Сводки СМР за 31.05.2016\Сводка СМР ПСП Велесстрой на 31.05.16.xlsx,1,['идентификатор guid ']
6267,367,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Май 2016\Сводки СМР за 31.05.2016\Сводка_СМР_энергетика_Евракор_31 05 2016.xlsx,1,['индефикаторguid']
6272,372,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Ноябрь 2016\Сводки СМР за 30.11.2016\Сводка СМР ВЗ Евракор на 30.11.16.xlsx,1,['идентификатор guid ']
6273,373,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Ноябрь 2016\Сводки СМР за 30.11.2016\Сводка СМР ГП Проминдустрия на 30.11.16.xlsx,1,['идентификатор guid ']
6276,368,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Май 2016\Сводки СМР за 31.05.2016\Сводка_СМР_энергетика_ПремьерСтрой_31 05 2016_.xlsx,1,['индефикаторguid']
6277,709,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\12. Декабрь\28.12.2018\Сводка СМГ по проекту КС с УПГ_Премьерстрой_28.12.2018.xlsb,1,['идентификатор guid ']
6278,1590,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2021\06. Июнь\30.06.2021\Сводка СМР ПремьерСтрой по ОБП, БГСМ 30.06.2021.xlsb",1,['идентификатор guid ']
6279,711,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\12. Декабрь\28.12.2018\Сводка СМГ_энергетика Премьерстрой_28.12.2018 (проект 108)..xlsb,1,['идентификатор guid ']
6280,1308,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по обустройству АРГОС 29.02.2020  (29-16 Проект).xlsb,1,['идентификатор guid ']
6281,1309,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по обустройству АРГОС 29.02.2020  (853 Проект).xlsb,1,['идентификатор guid ']
6282,1310,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по обустройству АРГОС 29.02.2020  (866 Проект).xlsb,1,['идентификатор guid ']
6283,1311,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по обустройству ПС 29.02.2020  (11-1602.6 Проект).xlsb,1,['идентификатор guid ']
6284,1312,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по обустройству ПС 29.02.2020  (1376 Проект).xlsb,1,['идентификатор guid ']
6285,1313,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по обустройству ПС 29.02.2020  (29-16 Проект).xlsb,1,['идентификатор guid ']
6286,1314,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по Обустройству_Евракор 29.02.2020 (проект 108-17).xlsb,1,['идентификатор guid ']
6287,1315,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по Обустройству_Евракор 29.02.2020 (проект 1376).xlsb,1,['идентификатор guid ']
6288,1316,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по Обустройству_Евракор 29.02.2020 (проект 2916).xlsb,1,['идентификатор guid ']
6289,1317,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по обустройству_ПС 29.02. 2020 (проект 866).xlsb,1,['идентификатор guid ']
6290,1318,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по Обустройству_СтПС 29.02. 2020 (проект 108.17).xlsb,1,['идентификатор guid ']
6291,1319,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по Обустройству_СтПС 29.02. 2020 (проект 1376).xlsb,1,['идентификатор guid ']
6292,1320,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по Обустройству_СтПС 29.02. 2020 (проект 866).xlsb,1,['идентификатор guid ']
6293,1321,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по объектам БПО и КГС-2 АО Премьерстрой_29.02.2020.xlsb,1,['идентификатор guid ']
6294,1322,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по объекту КС с УПГ Премьерстрой 29.02.2020.xlsb,1,['идентификатор guid ']
6295,1323,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по объекту ННБ через р.Мессояха ВИС-МОС 29.02.2020.xlsb,1,['идентификатор guid ']
6296,1324,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по энергетике ПС 29.02.2020 _(8833 проект).xlsb,1,['идентификатор guid ']
6297,1325,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМР по УПСВ 29.02.2020.xlsb,1,['идентификатор guid ']
6298,1326,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМР по УПСГ 29.02.2020.xlsb,1,['идентификатор guid ']
6299,1328,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМР ПремьерСтрой РЭБ СП 29.02.2020.xlsb,1,['идентификатор guid ']
6300,1329,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\СМГ по объекту Газопровод_Евракор_КТП-7_29.02.2020.xlsb,1,['идентификатор guid ']
6301,1331,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\МСГ Лупинги, водоводы 2020 СПС 31.03.2020.xlsb",1,['идентификатор guid ']
6302,1332,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по обустройству АРГОС 31.03.2020  (108.17 Проект).xlsb,1,['идентификатор guid ']
6303,1333,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по обустройству АРГОС 31.03.2020  (29-16 Проект).xlsb,1,['идентификатор guid ']
6304,1334,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по обустройству АРГОС 31.03.2020  (853 Проект).xlsb,1,['идентификатор guid ']
6305,1307,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по обустройству АРГОС 29.02.2020  (188 Проект).xlsb,1,['идентификатор guid ']
6306,1335,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по обустройству АРГОС 31.03.2020  (866 Проект).xlsb,1,['идентификатор guid ']
6307,1306,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Сводка СМГ по обустройству АРГОС 29.02.2020  (108 Проект).xlsb,1,['идентификатор guid ']
6308,1303,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\СМГ на декабрь ГТЭС2 31.12.2020.xlsb,1,['идентификатор guid ']
6309,1274,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\11. Ноябрь\30.11.2020\Сводка СМГ по обустройству_Евракор 30.11.2020 (1376).xlsb,1,['идентификатор guid ']
6310,1275,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\11. Ноябрь\30.11.2020\Сводка СМГ по обустройству_Евракор 30.11.2020 (2916).xlsb,1,['идентификатор guid ']
6311,1276,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\11. Ноябрь\30.11.2020\Сводка СМГ по Обустройству_Евракор 30.11.2020 (853).xlsb,1,['идентификатор guid ']
6312,1277,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\11. Ноябрь\30.11.2020\Сводка СМГ по Обустройству_СПС 30.11.2020 (108.xlsb,1,['идентификатор guid ']
6313,1278,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\11. Ноябрь\30.11.2020\Сводка СМГ по проекту КС с УПГ Премьерстрой 30.11.2020.xlsb,1,['идентификатор guid ']
6314,1279,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\11. Ноябрь\30.11.2020\Сводка СМГ по реконструкции ПС 30.11.2020.xlsb,1,['идентификатор guid ']
6315,1280,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\11. Ноябрь\30.11.2020\Сводка СМГ по сетям связи ВОЛС Евракор 30.11.2020_(1376;2916 проект).xlsb,1,['идентификатор guid ']
6316,1281,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\11. Ноябрь\30.11.2020\Сводка СМГ по энергетике ПС 30.11.2020_(8833;1602 проект).xlsb,1,['идентификатор guid ']
6317,1284,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2020\11. Ноябрь\30.11.2020\Сводка СМР Премьерстрой БГСМ 2,3 этап 30.11.2020.xlsb",1,['идентификатор guid ']
6318,1285,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\11. Ноябрь\30.11.2020\Сводка СМР Премьерстрой ГТЭС2 30.11.2020.xlsb,1,['идентификатор guid ']
6319,1286,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\11. Ноябрь\30.11.2020\Сводка СМР Премьерстрой РЭБСП 30.11.2020.xlsb,1,['идентификатор guid ']
6320,1287,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\Сводка СМГ по обустройству (108.17)_ПС 31.12.2020.xlsb,1,['идентификатор guid ']
6321,1288,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\Сводка СМГ по обустройству_Аргос 31.12.2020 (108.17).xlsb,1,['идентификатор guid ']
6322,1289,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\Сводка СМГ по обустройству_Аргос 31.12.2020 (1376).xlsb,1,['идентификатор guid ']
6323,1290,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\Сводка СМГ по обустройству_Евракор 31.12.2020 (КП).xlsb,1,['идентификатор guid ']
6324,1291,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\Сводка СМГ по Обустройству_Евракор 31.12.2020 (Лупинги).xlsb,1,['идентификатор guid ']
6325,1292,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\Сводка СМГ по обустройству_ПС 31.12.2020 (1376).xlsb,1,['идентификатор guid ']
6326,1293,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\Сводка СМГ по Обустройству_ПС 31.12.2020 (Лупинги ) зак..xlsb,1,['идентификатор guid ']
6327,1294,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\Сводка СМГ по обустройству_СПС 31.12.2020 (КП).xlsb,1,['идентификатор guid ']
6328,1295,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\Сводка СМГ по Обустройству_СПС 31.12.2020 (Лупинги ).xlsb,1,['идентификатор guid ']
6329,1296,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\Сводка СМГ по проекту КС с УПГ Премьерстрой 31.12.2020.xlsb,1,['идентификатор guid ']
6330,1297,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\Сводка СМГ по реконструкции ПС 31.12.2020.xlsb,1,['идентификатор guid ']
6331,1298,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\Сводка СМГ по сетям связи ВОЛС Евракор 31.12.2020_(1376;2916 проект).xlsb,1,['идентификатор guid ']
6332,1299,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\Сводка СМГ по энергетике ПС 31.12.2020(8833;1602) проект).xlsb,1,['идентификатор guid ']
6333,1302,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\СМГ на декабрь БГСМ, 23этап 31.12.2020.xlsb",1,['идентификатор guid ']
6334,1304,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\12. Декабрь\31.12.2020\СМГ на декабрь РЭБСП 31.12.2020.xlsb,1,['идентификатор guid ']
6335,1273,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\11. Ноябрь\30.11.2020\Сводка СМГ по обустройству_Евракор 30.11.2020 (108.17).xlsb,1,['идентификатор guid ']
6336,1336,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по обустройству АРГОС 31.03.2020  (Лупинг).xlsb,1,['идентификатор guid ']
6337,1338,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по обустройству ПС 31.03.2020  (1376 Проект).xlsb,1,['идентификатор guid ']
6338,1370,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\4. Апрель\30.04.2020\Сводка СМГ по проекту КС с УПГ Премьерстрой 30.04.2020.xlsb,1,['идентификатор guid ']
6339,1371,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\4. Апрель\30.04.2020\Сводка СМГ по энергетике ПС 30.04.2020 _(8833 проект).xlsb,1,['идентификатор guid ']
6340,1372,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\4. Апрель\30.04.2020\Сводка СМР Вега-Траст Дизайн-проект ВЖК 30.04.2020.xlsb,1,['идентификатор guid ']
6341,1374,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\4. Апрель\30.04.2020\Сводка СМР по УПСГ 30.04.2020.xlsb,1,['идентификатор guid ']
6342,1375,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\4. Апрель\30.04.2020\Сводка СМР по ЦПС-1 этап 30.04.2020.xlsb,1,['идентификатор guid ']
6343,1377,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\4. Апрель\30.04.2020\Сводка СМР ПремьерСтрой РЭБ 30.04.2020.xlsb,1,['идентификатор guid ']
6344,1378,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМГ по БПО и КГС-2 Премьерстрой 31.05.2020.xlsb,1,['идентификатор guid ']
6345,1379,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМГ по обустройству АРГОС 31.05.2020 (108 проект).xlsb,1,['идентификатор guid ']
6346,1380,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМГ по обустройству АРГОС 31.05.2020 (1376 проект).xlsb,1,['идентификатор guid ']
6347,1381,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМГ по обустройству АРГОС 31.05.2020 (29.16 проект).xlsb,1,['идентификатор guid ']
6348,1382,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМГ по обустройству АРГОС 31.05.2020 (853проект).xlsb,1,['идентификатор guid ']
6349,1383,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМГ по обустройству АРГОС 31.05.2020 (866 проект).xlsb,1,['идентификатор guid ']
6350,1384,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМГ по обустройству АРГОС 31.05.2020 ЛУПИНГ.xlsb,1,['идентификатор guid ']
6351,1385,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМГ по обустройству ПС 31.05.2020  (11-1602.6 Проект).xlsb,1,['идентификатор guid ']
6352,1386,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМГ по обустройству ПС 31.05.2020  (1376 Проект).xlsb,1,['идентификатор guid ']
6353,1387,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМГ по Обустройству_Евракор 31.05.2020 (Лупинги).xlsb,1,['идентификатор guid ']
6354,1388,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМГ по Обустройству_СПС 31.05.2020  (Лупинги).xlsb,1,['идентификатор guid ']
6355,1389,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМГ по проекту КС с УПГ Премьерстрой 31.05.2020.xlsb,1,['идентификатор guid ']
6356,1390,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМГ по энергетике ПС 31.05.2020 _(8833 проект).xlsb,1,['идентификатор guid ']
6357,1391,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМР ПремьерСтрой ГТЭС2 31.05.2020.xlsb,1,['идентификатор guid ']
6358,1392,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМР ПремьерСтрой РЭБ 31.05.2020.xlsb,1,['идентификатор guid ']
6359,1393,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\Сводка СМРДизайн-проект ВЖК  Вега-Траст 31.05.2020.xlsb,1,['идентификатор guid ']
6360,1394,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\5. Май\31.05.2020\СМГ май ver. 2 31.05.2020 в2.xlsb,1,['идентификатор guid ']
6361,1395,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\6. Июнь\30.06.2020\Сводка СМГ от 30.06.2020.xlsb,1,['идентификатор guid ']
6362,1396,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\6. Июнь\30.06.2020\Сводка СМГ по обустройству АРГОС 30.06.2020 (108 проект - 112).xlsb,1,['идентификатор guid ']
6363,1369,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\4. Апрель\30.04.2020\Сводка СМГ по проекту Газопровод_Евракор_КТП-7_30.04.2020.xlsb,1,['идентификатор guid ']
6364,1337,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по обустройству ПС 31.03.2020  (11-1602.6 Проект).xlsb,1,['идентификатор guid ']
6365,1368,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\4. Апрель\30.04.2020\Сводка СМГ по проекту БПО_КГС_Премьерстрой_30.04.2020.xlsb,1,['идентификатор guid ']
6366,1366,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\4. Апрель\30.04.2020\Сводка СМГ по Обустройству_Евракор 30.04.2020 (проект 1376).xlsb,1,['идентификатор guid ']
6367,1339,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по обустройству ПС 31.03.2020  (29-16 Проект).xlsb,1,['идентификатор guid ']
6368,1340,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по Обустройству_Евракор 31.03.2020 (проект 108.17).xlsb,1,['идентификатор guid ']
6369,1341,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по Обустройству_Евракор 31.03.2020 (проект 1376).xlsb,1,['идентификатор guid ']
6370,1342,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по Обустройству_Евракор 31.03.2020 (проект 29-16).xlsb,1,['идентификатор guid ']
6371,1343,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по Обустройству_Евракор Лупинги, водоводы 31.03.2020.xlsb",1,['идентификатор guid ']
6372,1344,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по обустройству_ПС 31.03.2020 (проект 866).xlsb,1,['идентификатор guid ']
6373,1345,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по Обустройству_СтПС 31.03.2020 (проект 108.17).xlsb,1,['идентификатор guid ']
6374,1346,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по Обустройству_СтПС 31.03.2020 (проект 1376).xlsb,1,['идентификатор guid ']
6375,1347,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по Обустройству_СтПС 31.03.2020 (проект 29-16).xlsb,1,['идентификатор guid ']
6376,1348,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по Обустройству_СтПС 31.03.2020 (проект 866).xlsb,1,['идентификатор guid ']
6377,1349,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по проекту БПО_КГС_Премьерстрой_31.03.2020.xlsb,1,['идентификатор guid ']
6378,1350,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по проекту Газопровод_Евракор_КТП-7_31.03.2020.xlsb,1,['идентификатор guid ']
6379,1351,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по проекту КС с УПГ Премьерстрой 31.03.2020.xlsb,1,['идентификатор guid ']
6380,1352,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМГ по энергетике ПС 31.03.2020 _(8833 проект).xlsb,1,['идентификатор guid ']
6381,1353,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМР Вега-Траст Дизайн-проект ВЖК 31.03.2020.xlsb,1,['идентификатор guid ']
6382,1354,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\3. Март\31.03.2020\Сводка СМР по УПСВ 31.03.2020.xlsb,1,['идентификатор guid ']
