,group,file,guid_count,body
120,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2014\Ноябрь 2014\СЭМ\Сводка ГТЭС СМР 29_11_2014г.xlsm,0,
119,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2014\Ноябрь 2014\СГАТ\Сводка СМР НН СГАТ 29 11 2014г.xlsx,0,
118,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2014\Ноябрь 2014\ПСД\Сводка ЦПС 29_11_2014 г.xlsx,0,
117,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2014\Ноябрь 2014\Велестрой\Сводка СМР НН Велесстрой 29 11 2014г.xlsx,0,
116,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2014\Май 2014\ЦСС\СМР\Сводка ПСП СМР в 2014 г 01_06_2014.xlsm,0,
115,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2014\Май 2014\ЦСС\СМР\Сводка ПСП СМР в 2014 г  31_05_2014.xlsm,0,
114,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2014\Май 2014\СЭМ\СМР\Сводка ГТЭС СМР в 2014 г  31_05_2014.xlsm,0,
113,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2014\Май 2014\РусГазИнжиниринг\Сводка СМР  Кусты 31_05_2014.xlsm,0,
112,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2014\Май 2014\ПСД\СМР\Сводка по ЦПС СМР в 2014 г  31 05 2014.xlsm,0,
111,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2014\Июнь 2014\ЦСС\Сводка ПСП СМР в 2014 г  26_06_2014.xlsm,0,
110,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2014\Июнь 2014\СЭМ\Сводка ГТЭС СМР в 2014 г   26_06_2014.xlsm,0,
109,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2014\Июнь 2014\РГИ\Сводка СМР  Кусты 26_06_2014.xlsm,0,
137,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Август 2015\ПСП Велесстрой\Сводка СМР ПСП Велесстрой 31.08.15.xlsx,0,
138,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Август 2015\ПСП ЦСС\Сводка СМГ ПСП 31.08.2015.xlsx,0,
139,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Август 2015\СГАТ\Сводка СМР НН СГАТ 31.08.15.xlsx,0,
140,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2015\Август 2015\СНГ Альянс\Сводка СМР ОБП, ВЖК 31.08.2015.xlsx",0,
184,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Июнь 2015\АРГОС-Прометей\Сводка СМР обустройство АРГОС-Прометей  30.06.20155г .xlsx,0,
183,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Июль 2015\ЭСМТ энергетика\Сводка СМР Энергетика ЭСМТ 31 07 2015.xlsx,0,
182,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Июль 2015\ЦСС ПСП\Сводка СМР ПСП 31.07.2015.xlsx,0,
181,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2015\Июль 2015\СНГ Альянс\Сводка ОБП, ВЖК 31.07.2015.xlsx",0,
180,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Июль 2015\СГАТ\Сводка СМР НН СГАТ 31.07.2015.xlsx,0,
179,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Июль 2015\ПСД ЦПС\Сводка СМР по ЦПС за 31.07.15.xlsx,0,
178,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Июль 2015\ГТЭС СЭМ\Сводка СМР ГТЭС СЭМ 31.07.15.xlsx,0,
177,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Июль 2015\ГТЭС Велесстрой\Сводка СМР ГТЭС Велесстрой 31.07.2015 x.xlsx,0,
176,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Июль 2015\АРГОС-Прометей\Сводка СМР обустройство АРГОС-Прометей  31.07.2015г.xlsx,0,
171,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Декабрь 2015\Сводки СМР за 30.12.2015\1\Сводка СМР ПСП НВДС и  КЕДР на  30.12.15.xlsx,0,
170,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Декабрь 2015\Сводки СМР за 30.12.2015\1\Сводка СМР ОБП ВЖК 30.12.2015.xlsx,0,
168,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Декабрь 2015\Сводки СМР за 30.12.2015\1\Сводка СМР ГТЭС СЭМ от 30.12.15.xlsx,0,
166,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Декабрь 2015\Сводки СМР за 30.12.2015\1\Сводка по инженерной подготовке  на 30.12.15.xlsx,0,
160,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Декабрь 2015\Сводки СМР за 30.12.2015\Сводка СМР ПСП НВДС и  КЕДР на  30.12.15.xlsx,0,
284,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Август 2016\Сводка СМР за 31.08.2016\Сводка по  мостам за 31.08.16.xls,0,
159,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Декабрь 2015\Сводки СМР за 30.12.2015\Сводка СМР ОБП ВЖК 30.12.2015.xlsx,0,
155,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Декабрь 2015\Сводки СМР за 30.12.2015\Сводка по инженерной подготовке  на 30.12.15.xlsx,0,
153,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Апрель 2015\ЦСС\Сводка СМР ПСП 29.04.2015.xlsx,0,
152,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Апрель 2015\СЭМ\Сводка СМР ГТЭС СЭМ 29.04.15.xlsx,0,
151,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Апрель 2015\СНГ Альянс\Сводный отчет СМР от 30.04.2015.xlsx,0,
150,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Апрель 2015\СГАТ\Сводка СМР НН СГАТ 29.04.2015 (2).xlsx,0,
149,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Апрель 2015\ПСД\Сводка СМР ЦПС 29.04.2015.xlsm,0,
148,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Апрель 2015\Промэкс\Сводка СМР обустройство Промэкс-Групп 05.04.2015г.xlsx,0,
147,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Апрель 2015\МС-12\Сводка по 135 мосту  за 29.04.15г.xls,0,
146,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Апрель 2015\Инженерка\Сводка по инженерной подготовке 2015г на 29.04.15.xls,0,
145,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Апрель 2015\Велесстрой ГТЭС\Сводка СМР ГТЭС Велесстрой 29.04.15.xlsx,0,
144,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Апрель 2015\Велесстрой\Сводка СМР НН Велесстрой 29.04.2015.xlsx,0,
143,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Апрель 2015\Аргос\Сводка СМР обустройство АРГОС 29.04.2015г.xlsx,0,
142,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Август 2015\ЭСМТ\Сводка СМР Энергетика ЭСМТ 31.08.2015.xlsx,0,
141,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Август 2015\УДС ПРП\Сводка УДС ПРП 31.08.2015.xlsx,0,
157,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2015\Декабрь 2015\Сводки СМР за 30.12.2015\Сводка СМР ГТЭС СЭМ от 30.12.15.xlsx,0,
285,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Август 2016\Сводка СМР за 31.08.2016\Сводка по ИП 31.08.16.xlsx,0,
286,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Август 2016\Сводка СМР за 31.08.2016\Сводка СМР Велесстрой НН 31.08.2016.xlsx,0,
289,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Август 2016\Сводка СМР за 31.08.2016\Сводка СМР ГПЭС РГС от 31.08.16.xls,0,
503,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Июнь\Сводки СМР за 29.06.2017\Сводка СМГ Велесстрой НН 29.06.2017.xlsx,0,
502,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Июнь\Сводки СМР за 29.06.2017\Сводка по ИП сезон 2016-2017 на 29.06.2017.xlsx,0,
488,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Июль\Сводка СМР за 30.07.2017\Сводка СМР ГТЭС Велесстрой  30.07.17.xlsb,0,
487,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Июль\Сводка СМР за 30.07.2017\Сводка по обвязке скважин_30.07.2017.xlsx,0,
486,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Июль\Сводка СМР за 30.07.2017\Сводка по ИП сезон 2016-2017 на 30.07.2017.xlsx,0,
932,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\План-Мероприятия ВОЛС ОБП-ПРП 30.11.2019.xlsx,0,
933,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Расстановка людей 30.11.2019.xlsx,0,
934,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\11. Ноябрь\30.11.2019\Сводка по ИП сезон 2018-2019 на 30.11.2019.xlsx,0,
471,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\декабрь\Сводки СМР за 26.12.2017\Сводка по ИП сезон 2016-2017 на 26.12.2017.xlsx,0,
984,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\2. Февраль\28.02.2019\Расстановка рабочего персонала МНГИ 28.02.2019.xlsx,0,
985,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\2. Февраль\28.02.2019\Сводка по ИП сезон 2018-2019 на 28.02.2019.xlsx,0,
463,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Апрель\Сводки СМР за 30.04.2017\Сводка СМР СГАТ НН на 30 04 2017.xlsx,0,
1015,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\3. Март\31.03.2019\Расстановка людей 31.03.xlsx,0,
1016,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\3. Март\31.03.2019\Сводка по ИП сезон 2018-2019 на 31.03.2019.xlsx,0,
459,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Апрель\Сводки СМР за 30.04.2017\Сводка СМР ГТЭС ВС 30.04.2017.xlsb,0,
456,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Апрель\Сводки СМР за 30.04.2017\Сводка СМГ Велесстрой НН 30.04.2017.xlsx,0,
455,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Апрель\Сводки СМР за 30.04.2017\Сводка по ИП сезон 2016-2017 на 30.04.2017.xlsx,0,
1052,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\4. Апрель\30.04.2019\Сводка по ИП сезон 2018-2019 на 30.04.2019.xlsx,0,
443,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Август\Сводка СМР за 30.08.2017\Сводка СМР ГТЭС Велесстрой  30.08.17.xlsb,0,
441,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Август\Сводка СМР за 30.08.2017\Сводка СМГ Велесстрой НН 30.08.2017.xlsx,0,
440,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Август\Сводка СМР за 30.08.2017\Сводка по ИП сезон 2016-2017 на 30.08.2017.xlsx,0,
437,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2016\Январь 2016\Сводка СМР за 31.01.2016\Сводка СМР ОБП, ВЖК СМГ_31.01.2016.xlsx",0,
1105,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\6. Июнь\30.06.2019\Расстановка людей 30.06.19.xlsx,0,
1106,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\6. Июнь\30.06.2019\Сводка по ИП сезон 2018-2019 на 30.06.2019.xlsx,0,
431,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2016\Январь 2016\Сводка СМР за 28.01.2016\Сводка СМР ОБП, ВЖК СМГ_28.01.2016.xlsx",0,
429,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Январь 2016\Сводка СМР за 28.01.2016\Сводка СМР ГТЭС СЭМ 28.01.2016.xlsx,0,
426,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Январь 2016\Сводка СМР за 28.01.2016\Сводка по ИП 28.01.16.xlsx,0,
425,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Январь 2016\Сводка СМР за 28.01.2016\Сводка по  мостам за 28.01.16г.xls,0,
417,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Февраль 2016\29.02.2016\Сводка СМР ОБП ВЖК СМГ_29.02.2016.xls,0,
506,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Июнь\Сводки СМР за 29.06.2017\Сводка СМР ГТЭС Велесстрой  29.06.17.xlsb,0,
512,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Июнь\Сводки СМР за 29.06.2017\Сводка СМР СГАТ НН на 29.06.2017.xlsx,0,
521,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Май\Сводки СМР за 31.05.2017\Сводка по ИП сезон 2016-2017 на 31.05.2017.xlsx,0,
522,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Май\Сводки СМР за 31.05.2017\Сводка СМГ Велесстрой НН 31.05.2017.xlsx,0,
700,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\12. Декабрь\28.12.2018\Сводка по ИП сезон 2017-2018 на 28.12.2018.xlsx,0,
726,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\2. Февраль\Сводки СМР за 28.02.2018\Сводка по ИП сезон 2017-2018 на 28.02.2018.xlsx,0,
673,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\11. Ноябрь\30.11.2018\Сводка по ИП сезон 2017-2018 на 30.11.2018.xlsx,0,
746,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\3. Март\Сводки СМР за 31.03.2018\Сводка по ИП сезон 2017-2018 на 31.03.2018.xlsx,0,
766,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\4. Апрель\30.04.2018\Сводка по ИП сезон 2017-2018 на 30.04.2018.xlsx,0,
644,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\10. Октябрь\31.10.2018\Сводка по ИП сезон 2017-2018 на 31.10.2018.xlsx,0,
785,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\5. Май\31.05.2018\Сводка по ИП сезон 2017-2018 на 31.05.2018.xlsx,0,
627,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\1. Январь\Сводки СМР за 31.01.2018\Сводка по ИП сезон 2017-2018 на 31.01.2017.xlsx,0,
620,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Январь\Сводки СМР за 31.01.2017\Сводка СМР СГАТ НН на 31.01.17.xlsx,0,
617,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Январь\Сводки СМР за 31.01.2017\Сводка СМР ОБП ВЖК СМГ_31.01.2017.xlsx,0,
616,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Январь\Сводки СМР за 31.01.2017\Сводка СМР ГТЭС ВС 31.01.17.xlsb,0,
614,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Январь\Сводки СМР за 31.01.2017\Сводка СМГ Велесстрой НН 31.01.2017.xlsx,0,
613,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Январь\Сводки СМР за 31.01.2017\Сводка по ИП на сезон 2016-2017_31.01.2017.xlsx,0,
808,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\6. Июнь\26.06.2018\Сводка по ИП сезон 2017-2018 на 26.06.2018.xlsx,0,
416,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Февраль 2016\29.02.2016\Сводка СМР ГТЭС СЭМ 29.02.2016.xlsx,0,
603,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Февраль\Сводки СМР за 28.02.2017\Сводка СМР ГТЭС ВС 28.02.17.xlsb,0,
600,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Февраль\Сводки СМР за 28.02.2017\Сводка по ИП сезон 2016-2017 на 28 02 2017.xlsx,0,
585,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Сентябрь\Сводка СМР за 26.09.2017\Сводка СМР ГТЭС Велесстрой  26.09.17.xlsb,0,
584,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Сентябрь\Сводка СМР за 26.09.2017\Сводка по ИП сезон 2016-2017 на 26.09.2017.xlsx,0,
832,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\7. Июль\31.07.2018\Сводка по ИП сезон 2017-2018 на 31.07.2018.xlsx,0,
572,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Октябрь\Сводки СМР на 30.10.2017\Сводка по ИП сезон 2016-2017 на 30.10.2017.xlsx,0,
559,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\ноябрь\Сводка СМР за 30.11.2017\Сводка по ИП сезон 2016-2017 на 30.11.2017.xlsx,0,
855,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\8. Август\23.08.2018\Сводка по ИП сезон 2017-2018 на 23.08.2018.xlsx,0,
546,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Март\Сводки СМР за 29.03.2017\Сводка СМР СГАТ НН на 29.03.2017.xlsx,0,
541,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Март\Сводки СМР за 29.03.2017\Сводка СМР ГТЭС ВС 29.03.2017.xlsb,0,
539,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Март\Сводки СМР за 29.03.2017\Сводка СМГ Велесстрой НН 29.03.2017.xlsx,0,
538,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Март\Сводки СМР за 29.03.2017\Сводка по ИП сезон 2016-2017 на 29 03 2017.xlsx,0,
529,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Май\Сводки СМР за 31.05.2017\Сводка СМР СГАТ НН на 31.05.2017.xlsx,0,
884,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2018\9. Сентябрь\30.09.2018\Сводка по ИП сезон 2017-2018 на 30.09.2018.xlsx,0,
525,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Май\Сводки СМР за 31.05.2017\Сводка СМР ГТЭС Велесстрой  31.05.17.xlsb,0,
601,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2017\Февраль\Сводки СМР за 28.02.2017\Сводка СМГ Велесстрой НН 28.02.2017.xlsx,0,
108,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2014\Июнь 2014\ПСД\Сводка ЦПС СМР в  2014 г  26_06_2014.xlsm,0,
415,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Февраль 2016\29.02.2016\Сводка СМР ГТЭС ВС 29.02.2016.xlsx,0,
412,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Февраль 2016\29.02.2016\Сводка по ИП 29 02 16.xlsx,0,
342,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2016\Июнь 2016\Сводки СМР 30.06.16\Сводка ОБП, ВЖК 30.06.2016.xlsx",0,
337,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июль 2016\Сводка СМР за 31.07.2016 часть 2\Сводка по ИП  31 07 2016г.xlsx,0,
1268,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\11. Ноябрь\30.11.2020\График мобилизации АРГОС Ноябрь .xlsx,0,
336,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июль 2016\Сводка СМР за 31.07.2016 часть 2\Сводка по  мостам за 31.07.16.xls,0,
335,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июль 2016\Сводка СМР за 31.07.2016 часть 1\Сводка СМР СГАТ НН  31.07.2016.xlsx,0,
333,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июль 2016\Сводка СМР за 31.07.2016 часть 1\Сводка СМР ОБП ВЖК СМГ_31 07 2016.xlsx.xlsx,0,
332,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июль 2016\Сводка СМР за 31.07.2016 часть 1\Сводка СМР ГТЭС ВС 31.07.16.xlsx,0,
331,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июль 2016\Сводка СМР за 31.07.2016 часть 1\Сводка СМР ГПЭС РГС от 31.07.16.xlsx,0,
328,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июль 2016\Сводка СМР за 31.07.2016 часть 1\Сводка СМР Велесстрой НН 31.07.2016.xlsx,0,
322,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Декабрь 2016\Сводки СМР за 23.12.2016\Сводка СМР СГАТ НН  23.12.16.xlsx,0,
319,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Декабрь 2016\Сводки СМР за 23.12.2016\Сводка СМР ОБП ВЖК СМГ_23.12.2016.xlsx,0,
318,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Декабрь 2016\Сводки СМР за 23.12.2016\Сводка СМР ГТЭС ВС 23 12 16.xlsb,0,
317,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Декабрь 2016\Сводки СМР за 23.12.2016\Сводка СМР ГТЭС ВС 23 12 16.xls,0,
315,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Декабрь 2016\Сводки СМР за 23.12.2016\Сводка СМГ Велесстрой НН 23.12.2016.xlsx,0,
314,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Декабрь 2016\Сводки СМР за 23.12.2016\Сводка по ИП 23 12 16.xlsx,0,
1305,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Мероприятия по запуску системы ЭО на линии В1 к поз. 2.4.xlsx,0,
308,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Апрель 2016\Сводки СМР за 28.04.2016\Сводка СМР НН СГАТ 28.04.2016.xlsx,0,
307,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Апрель 2016\Сводки СМР за 28.04.2016\Сводка СМР ГТЭС ВС 28.04.2016.xlsx,0,
306,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Апрель 2016\Сводки СМР за 28.04.2016\Сводка СМР ГПЭС РГС 28.04.16.xlsx,0,
303,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Апрель 2016\Сводки СМР за 28.04.2016\Сводка СМР Велесстрой НН 28.04.2016.xlsx,0,
302,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Апрель 2016\Сводки СМР за 28.04.2016\Сводка по ИП  28 04 2016г к.xlsx,0,
301,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Апрель 2016\Сводки СМР за 28.04.2016\Сводка по  мостам за 28.04.16.xls,0,
300,СМГ Мессояха,"СМГ Мессояха\\СМГ\Сводки 2016\Апрель 2016\Сводки СМР за 28.04.2016\СВОДКА ОБП, ВЖК 28.04.2016.xlsx",0,
296,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Август 2016\Сводка СМР за 31.08.2016\Сводка СМР СГАТ НН  31.08.2016.xlsx,0,
293,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Август 2016\Сводка СМР за 31.08.2016\Сводка СМР ОБП ВЖК СМГ_31 08 2016.xlsx,0,
292,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Август 2016\Сводка СМР за 31.08.2016\Сводка СМР ГТЭС ВС 31.08.16.xlsb,0,
291,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Август 2016\Сводка СМР за 31.08.2016\Сводка СМР ГТЭС ВС 31.08.16.xls,0,
1330,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2020\2. Февраль\29.02.2020\Справка по мобилизации ВегаТраст 29.02.2020.xlsx,0,
290,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Август 2016\Сводка СМР за 31.08.2016\Сводка СМР ГПЭС РГС от 31.08.16.xlsb,0,
343,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июнь 2016\Сводки СМР 30.06.16\Сводка по  мостам за 30.06.16.xls,0,
344,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июнь 2016\Сводки СМР 30.06.16\Сводка по ИП  30 06 2016г.xlsx,0,
345,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июнь 2016\Сводки СМР 30.06.16\Сводка СМР Велесстрой НН 30.06.2016.xlsx,0,
348,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Июнь 2016\Сводки СМР 30.06.16\Сводка СМР ГПЭС РГС от 30.06.16.xlsx,0,
411,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Февраль 2016\29.02.2016\Сводка по  мостам за 29.02.16.xls,0,
406,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Сентябрь 2016\Сводка СМР за 29.09.2016\Сводка СМР СГАТ НН  29.09.2016.xlsx,0,
403,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Сентябрь 2016\Сводка СМР за 29.09.2016\Сводка СМР ОБП ВЖК СМГ_29 09 2016.xlsx,0,
402,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Сентябрь 2016\Сводка СМР за 29.09.2016\Сводка СМР ГТЭС ВС 29.09.xls,0,
401,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Сентябрь 2016\Сводка СМР за 29.09.2016\Сводка СМР ГПЭС РГС от 29.09.16.xls,0,
1164,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\8. Август\31.08.2019\Расстановка людей 31.08.2019.xlsx,0,
1165,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2019\8. Август\31.08.2019\Сводка по ИП сезон 2018-2019 на 30.08.2019.xlsx,0,
398,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Сентябрь 2016\Сводка СМР за 29.09.2016\Сводка СМР Велесстрой НН 29.09.2016.xlsx,0,
397,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Сентябрь 2016\Сводка СМР за 29.09.2016\Сводка по ИП 29.09.16.xlsx,0,
393,СМГ Мессояха,СМГ Мессояха\\СМГ\Сводки 2016\Октябрь 2016\Сводки СМР за 31.10.2016\Сводка СМР СГАТ НН  31.10.16.xlsx,0,
