,group,file,guid_count,body
4089,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 25.07.16\СМГ Ш-ГКС-СПС 25 07 2016 проверил инженер Лапченко С.Н.xls,0,
4088,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 25.07.16\СМГ 25.07.16  ГТЭС ООО СЭМ проверил инженер НТН Лапченко С. Н..xlsx,0,
4087,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 25.07.16\СМГ 25.07.16  ГТЭС ООО МСБ проверил инженер НТН Лапченко С. Н..xlsx,0,
4086,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 25.07.16\25.07.16 СМГ июль ВИГАС. Проверил инженер НТН Гмыря С.В..xlsx,0,
4085,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 25.07.16\2016.07.25 СМГ НГСК ЗЛМ и НЛМ Проверил инженер НТН Пермяков А.В..xls,0,
4084,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 25.07.16\2016.07.25 СМГ ЗЛ-ВКС СПС Проверил инженер НТН Пермяков А.В..xlsx,0,
4083,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 24.07.16\СМГ Ш-ГКС-СПС 24 07 2016 проверил инженер Лапченко С.Н.xls,0,
4095,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 26.07.16\СМГ Ш-ГКС-СПС 26 07 2016 проверил инженер Лапченко С.Н.xls,0,
4082,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 24.07.16\СМГ 24.07.16  ГТЭС ООО СЭМ проверил инженер НТН Лапченко С. Н..xlsx,0,
4080,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 24.07.16\24.07.16 СМГ июль ВИГАС. Проверил инженер НТН Гмыря С.В..xlsx,0,
4079,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 24.07.16\2016.07.24 СМГ НГСК ЗЛМ и НЛМ Проверил инженер НТН Пермяков А.В..xls,0,
4078,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 24.07.16\2016.07.24 СМГ ЗЛ-ВКС СПС Проверил инженер НТН Пермяков А.В..xlsx,0,
4077,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 23.07.16\СМГ Ш-ГКС-СПС 23 07 2016 проверил инженер Лапченко С.Н.xls,0,
4076,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 23.07.16\СМГ 23.07.16  ГТЭС ООО СЭМ проверил инженер НТН Лапченко С. Н..xlsx,0,
4075,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 23.07.16\СМГ 23.07.16  ГТЭС ООО МСБ проверил инженер НТН Лапченко С. Н..xlsx,0,
4074,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 23.07.16\23.07.16 СМГ июль ВИГАС. Проверил инженер НТН Череватюк П.П..xlsx,0,
4073,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 23.07.16\2016.07.23 СМГ НГСК ЗЛМ и НЛМ Проверил инженер НТН Пермяков А.В..xls,0,
4072,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 23.07.16\2016.07.23 СМГ ЗЛ-ВКС СПС Проверил инженер НТН Пермяков А.В..xlsx,0,
4071,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 22.07.16\СМГ Ш-ГКС-СПС 22 07 2016 проверил инженер Лапченко С.Н.xls,0,
4070,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 22.07.16\СМГ 22.07.16  ГТЭС ООО СЭМ проверил инженер НТН Лапченко С. Н..xlsx,0,
4081,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2016_07\смг к отчетам 24.07.16\СМГ 24.07.16  ГТЭС ООО МСБ проверил инженер НТН Лапченко С. Н..xlsx,0,
5241,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_05\смг к отчетам 31.05.17\СМГ Перевод газопровода в реверс 31.05.2017.xlsx,0,
5242,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_06\смг к отчетам 01.06.17\СМГ ВКС ЗЛМ СПС 01.06.2017г.xlsx,0,
5243,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_06\смг к отчетам 01.06.17\СМГ ВКС Шингинского мр СПС 01.06.2017г.xlsx,0,
6414,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-06\СМГ куст3 .xls,0,
6413,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-06\СМГ карьер 7 (СГАТ).xls,0,
6412,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-06\СМГ карьер 6 (СГАТ).xls,0,
6411,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-06\СМГ ВЖК  ОБП 29.06.2014.xlsx,0,
6410,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-06\МСГ ТСС  ПТБО 29.06.14г..xlsx,0,
6409,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-06\МСГ обустройство кустов и скважин 29.06.2014.xlsx,0,
6408,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-06\МСГ Карьер №4 29.06.2014г..xlsx,0,
6407,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-06\МСГ БСО 29 06 14г..xlsx,0,
6406,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-06\1. СМГ СТГ-С 29.06.14.xls,0,
6405,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-05\ЦПС Суточно-месячный график 30.05.2014.xlsx,0,
6404,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-05\СМГ ЦПС-куст 1 .xls,0,
6403,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-05\СМГ Мосты МС-12 30 05 2014.xls,0,
6402,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-05\СМГ мероприятия обустройство.xlsx,0,
6401,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-05\СМГ куст3 .xls,0,
6400,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-05\СМГ ВЖК 30. 05. 2014 Спецгазавтотранс.xlsx,0,
6399,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-05\Персонал 30. 05. 2014г.xlsx,0,
6398,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-05\МСГ ТСС  ПТБО 30.05.14г..xlsx,0,
6397,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-05\МСГ обустройство кустов и скважин 30. 05.2014.xlsx,0,
6396,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-05\МСГ БСО 30 05 14 кор.xlsx,0,
6395,СМГ Н.Порт,"СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-05\МСГ 67, 68 , 74 30.05.2014.xlsx",0,
6394,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-05\300514_Сводка_АТ.xls,0,
6393,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-05\2.  Ресурсы 30.05.14.xlsx,0,
6392,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-05\1.  СМГ НН 30.05.14.xlsx,0,
6415,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-06\СМГ мероприятия обустройство.xlsx,0,
6391,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\ЦПС Суточно-месячный график  30.04.2014.xlsx,0,
6416,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-06\СМГ ПСП за 29 июня 2014г 1.xlsx,0,
6418,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-06\СМР ВЖК 29.06.2014.xlsx,0,
6441,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-08\МСГ ТБО 31. 08. 14.xlsx,0,
6440,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-08\МСГ обустройство кустов и скважин.xlsx,0,
6439,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-08\МСГ Карьер № 4 31 08 2014.xlsx,0,
6438,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-08\МСГ Карьер № 1 31 08 2014.xlsx,0,
6437,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-08\МСГ БСО 31. 08. 14.xlsx,0,
6436,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\Суточно-месячный ЦПС июль от 31.07.14.xls,0,
6435,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\СМР КМС Июль 31.07.2014г.xls,0,
6434,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\СМР ВЖК 31.07.2014.xlsx,0,
6433,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\СМГ_ЦПС-куст_1_31.xls,0,
6432,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\СМГ_карьер_6_(СГАТ)12 (2).xls,0,
6431,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\СМГ Мосты МС-12 31.07. 2014.xls,0,
6430,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\СМГ мероприятия обустройство.xlsx,0,
6429,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\СМГ куст3 .xls,0,
6428,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\СМГ карьер 7 (СГАТ).xls,0,
6427,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\СМГ ВЖК 31. 07.2014.xls,0,
6426,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\СМГ  ОБП 31.07.2014.xlsx,0,
6425,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\Сводка ТБО  31 07 2014.xlsm,0,
6424,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\Сводка БСО 31 07 2014.xlsm,0,
6423,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\МСГ обустройство кустов и скважин 31.07.2014.xlsx,0,
6422,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\МСГ Карьер №4 31 07 2014г .xlsx,0,
6421,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\График Карьер №1 -СМГ 31 07 14.xlsx,0,
6420,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-07\1.СМГ СТГ-С 31.07.2014.xls,0,
6419,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-06\ЦПС Суточно-месячный график 29.06.2014.xlsx,0,
6417,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-06\СМГ ЦПС-куст 1 .xls,0,
6390,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\смг_куст3_испр16(1).xls,0,
6389,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\смг ЦПС-куст1 (1).xls,0,
6388,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\СМГ ПСП за 30 апреля 2014г.xlsx,0,
6359,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Трассовка\2014_04\2014_04_15.xlsx,0,
6358,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Трассовка\2014_04\2014_04_10.xlsx,0,
6357,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Трассовка\2014_04\2014_04_09.xlsx,0,
6356,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\Планы\Приложение 9А.xls,0,
6355,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\Планы\Приложение 9 шаблон с формулами.xls,0,
6354,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\Планы\04.01.2015г.  ГТЭС.xls,0,
6353,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 31.12.17\СМГ У-ДКС-СПС 31.12.2017г..xlsx,0,
6352,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 31.12.17\СМГ Газопровод ДКС УМР  ШМР ПК 535 - 970  (Лот 2)   31.12.2017.xlsx,0,
6351,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 31.12.17\СМГ Газопровод ДКС УМР  ШМР ПК 0 - 535   (Лот 1)  31.12.2017.xlsx,0,
6350,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 31.12.17\Сводка + трассовка ГП УАГ 31.12.17.xlsx,0,
6349,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 30.12.17\СМГ У-ДКС-СПС 30.12.2017г..xlsx,0,
6348,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 30.12.17\СМГ Газопровод ДКС УМР  ШМР ПК 535 - 970  (Лот 2)   30.12.2017.xlsx,0,
6347,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 30.12.17\СМГ Газопровод ДКС УМР  ШМР ПК 0 - 535   (Лот 1)  30.12.2017.xlsx,0,
6346,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 30.12.17\Сводка + трассовка ГП УАГ 30.12.17.xlsx,0,
6345,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 29.12.17\СМГ У-ДКС-СПС 29.12.2017г..xlsx,0,
6344,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 29.12.17\СМГ Газопровод ДКС УМР  ШМР ПК 535 - 970  (Лот 2)   29.12.2017.xlsx,0,
6343,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 29.12.17\СМГ Газопровод ДКС УМР  ШМР ПК 0 - 535   (Лот 1)  28.12.2017.xlsx,0,
6342,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 29.12.17\Сводка + трассовка ГП УАГ 29.12.17.xlsx,0,
6341,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 28.12.17\СМГ У-ДКС-СПС 28.12.2017г..xlsx,0,
6340,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 28.12.17\СМГ ГП Урм-Шинг Подг. Форестреал на 28.12.17.xlsx,0,
6339,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 28.12.17\СМГ Газопровод ДКС УМР  ШМР ПК 535 - 970  (Лот 2)   28.12.2017.xlsx,0,
6338,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 28.12.17\СМГ Газопровод ДКС УМР  ШМР ПК 0 - 535   (Лот 1)  28.12.2017.xlsx,0,
6337,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 28.12.17\Сводка + трассовка ГП УАГ 28.12.17.xlsx,0,
6360,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Трассовка\2014_04\2014_04_16.xlsx,0,
6361,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Трассовка\2014_04\2014_04_18.xlsx,0,
6362,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\1.  СМГ НН 31  03  14 (2).xlsx,0,
6363,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\2.  Ресурсы 31.03.14.xlsx,0,
6387,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\СМГ Мосты МС-12 30 04 2014.xls,0,
6386,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\СМГ ВЖК  30. 04. 2014 Спецгазавтотранс.xlsx,0,
6385,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\Ресурсы.xlsx,0,
6384,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\Персонал 30. 04. 2014г.xlsx,0,
6383,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\МСГ ТСС  ПТБО 30.04.14г..xlsx,0,
6382,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\МСГ обустройство кустов и скважин 30. 04 2014.xlsx,0,
6381,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\МСГ БСО 30 04 14 кор..xlsx,0,
6380,СМГ Н.Порт,"СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\МСГ 67, 68 , 74 30.04.2014.xlsx",0,
6379,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\График мобилизации на ПСП..xlsx,0,
6378,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\2.  Ресурсы 30.04.14.xlsx,0,
6377,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-04\1.  СМГ НН 30.04.14.xlsx,0,
6442,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-08\СМГ  ОБП 31.08.2014 г.xlsx,0,
6376,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\ЦПС Суточно-месячный график  31. 03 14.xlsx,0,
6374,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\СМГ ПСП за 31 марта 2014г.xlsx,0,
6373,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\СМГ Мосты МС-12 31 03 2014 коррект.xls,0,
6372,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\СМГ ВЖК  31.03.14.xlsx,0,
6371,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\СМГ ВЖК  31.03.14 Спецгазавтотранс.xlsx,0,
6370,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\Персонал 31. 03. 2014г.xlsx,0,
6369,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\МСГ обустройство кустов и скважин 31. 03 2014.xlsx,0,
6368,СМГ Н.Порт,"СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\МСГ 67, 68 , 74 31.03.2014.xlsx",0,
6367,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\МОБИЛИЗАЦИЯ МОСТЫ уч 5 2014г 31 03 2014.xls,0,
6366,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\График мобилизации Полигон НП на 31.03.2014 г..xlsm,0,
6365,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\График мобилизации персонала ПСП. (1).xlsx,0,
6364,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\График мобилизации БСО  на 31.03.2014 г..xls,0,
6375,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-03\СМГ ТСС БСО.xls,0,
6336,Томский интегрированный проект,Томский интегрированный проект\\Ежесуточная\Ежесуточная\Недельно (суточный)-месячный план-график\2017\2017_12\смг к отчетам 27.12.17\СМГ У-ДКС-СПС 27.12.2017г..xlsx,0,
6443,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-08\СМГ ВЖК 31.08.2014.xls,0,
6445,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-08\СМГ карьер 7 (СГАТ) райт.xls,0,
6560,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-03\Мониторинг плана мобилизации  СМС.xlsx,0,
6559,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-03\Мониторинг плана мобилизаци АРГОС.xls,0,
6557,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-03\График мобилизации ресурсов и техники.xlsx,0,
6556,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-03\График мобилизации ресурсов и техники на ИП и ЦПС (СМР) 31.03.2015.xlsx,0,
6552,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-02\СМГ СТГ-С 28.02.2015.xls,0,
6546,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-02\План график по 2-й нитке 28.02.2015.xlsx,0,
6545,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-02\Персонал.xlsx,0,
6544,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-02\Мероприятия по обустройству на  СПА и СМС МС-12.xlsx,0,
6541,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-02\График СМГ КМС ПСП на 28.02.15г.xls,0,
6540,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-02\График Поз.101 ПСП на 28.02.2015г.xlsx,0,
6539,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-02\График мобилизации УКПГ.xls,0,
6538,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-02\График мобилизации ПСП 28.02.15г..xlsx,0,
6535,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-01\СМГ СТГ-С 31. 01. 2015.xls,0,
6534,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-01\СМГ СТГ-С 01.02.2015.xls,0,
6525,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-12\СМГ мероприятия обустройство.xlsx,0,
6523,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-12\Персонал.xlsx,0,
6522,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-12\МСГ обустройство кустов и скважин.xlsx,0,
6520,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-12\График СМГ КМС ПСП на 31.12.2014.xls,0,
6519,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-12\График Поз.101 ПСП на 31.12.2014.xlsx,0,
6518,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-12\График мобилизации ПСП на 31.12.2014.xlsx,0,
6515,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-11\СМР ВЖК 30.11.2014.xlsx,0,
6511,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-11\СМГ Мосты 30 11 2014.xls,0,
6510,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-11\СМГ Мосты 01 12 2014 (2).xls,0,
6562,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-03\Персонал.xlsx,0,
6509,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2014-11\СМГ мероприятия обустройство.xlsx,0,
6579,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-04\График мобилизации ресурсов и техники на ИП и ЦПС (СМР) 30.04.2015.xlsx,0,
6599,СМГ Н.Порт,СМГ Н.Порт\\11. Сводки по строительству на конец месяца\2015-05\Мероприятия по обустройству на  СПА и СМС.xlsx,0,
